CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcelId,lat,lng
10010723W2,2013,723 JACKSON ST,2013-11-04,Nuisance,Invalid Nuisance,2013-11-05,True,13086000,-84.4857600307216,38.057851200928
35550748W10,2013,748 WHISPERING BROOK TRCE,2013-09-11,Nuisance,Closed Nuisance,2013-11-05,True,11254050,-84.4644371222172,38.0876964274935
10010721-725W16,2013,721-725 JACKSON ST,2013-09-24,Nuisance,Closed Nuisance,2013-11-05,True,19966370,-84.4743293218671,38.0485572745542
13390594W5,2013,594 MONTICELLO BLVD,2013-09-19,Nuisance,Closed Nuisance,2013-11-05,True,26285000,-84.5467737510621,37.9915719034872
16532200W2,2013,2200 RUSSELL CAVE RD,2013-08-13,Nuisance,Closed Nuisance,2013-11-05,True,20121060,-84.4094355215549,38.1701997710272
15420729W11,2013,729 PRICE AVE,2013-08-08,Nuisance,Closed Nuisance,2013-11-05,True,11658100,-84.49051098151,38.0591977723262
02900855W,2013,855 BYARS AVE,2013-08-09,Nuisance,Closed Nuisance,2013-11-05,True,11428800,-84.4695687170352,38.0446985514602
02900859W2,2013,859 BYARS AVE,2013-08-09,Nuisance,Closed Nuisance,2013-11-05,True,11427600,-84.4695577795363,38.044403065894
02850117W4,2013,117 BURNETT AVE,2013-08-21,Nuisance,Closed Nuisance,2013-11-05,True,10586400,-84.47892879334,38.0584912705958
19380107W8,2013,107 TWELFTH ST,2013-09-12,Nuisance,Closed Nuisance,2013-11-05,True,16189000,-84.4782742668222,38.0614949934135
17852084W6,2013,2084 ST TERESA DR,2013-03-14,Nuisance,Closed Nuisance,2013-11-05,True,14313800,-84.4584684377789,38.023469622703
02850122W7,2013,122 BURNETT AVE,2013-04-29,Nuisance,Closed Nuisance,2013-11-05,True,15809600,-84.4757877250852,38.0604094617904
21140687W4,2013,687 WOODWARD LN,2013-04-30,Nuisance,Closed Nuisance,2013-11-05,True,20129460,-84.4132079158564,37.9962674269568
16982437W3,2013,2437 SHANDON DR,2013-05-15,Nuisance,Closed Nuisance,2013-11-05,True,15445900,-84.4502357266154,38.0165337466519
16830334W2,2013,334 E SECOND ST,2013-07-31,Nuisance,Closed Nuisance,2013-11-05,True,13342900,-84.4891669669408,38.0449620937603
13650369W4,2013,369 MULBERRY DR,2013-08-02,Nuisance,Closed Nuisance,2013-11-05,True,10579950,-84.4507649023097,38.0196303271686
17300312W9,2012,312 E SIXTH ST,2012-11-08,Nuisance,Closed Nuisance,2013-11-05,True,16944000,-84.4819503902983,38.0495702498233
07120753W2,2013,753 FLORENCE AVE,2013-10-17,Nuisance,Closed Nuisance,2013-11-05,True,16991425,-84.5064239375338,38.0667815268059
19601427W5,2013,1427 VERSAILLES RD AKA 1419-1427 VERSAILLES RD,2013-10-18,Nuisance,Closed Nuisance,2013-11-05,True,12833575,-84.5197108109786,38.0531848609318
31020448W2,2013,448 MARQUIS AVE,2013-10-18,Nuisance,Closed Nuisance,2013-11-05,True,16212900,-84.4954874954562,38.0300148708678
17090617W2,2013,617 SHERIDAN DR,2013-10-18,Nuisance,Closed Nuisance,2013-11-05,True,26144985,-84.5339700078339,38.0192578943269
07120751W12,2013,751 FLORENCE AVE,2013-10-21,Nuisance,Closed Nuisance,2013-11-05,True,16991425,-84.5064239375338,38.0667815268059
07120757W3,2013,757 FLORENCE AVE,2013-10-21,Nuisance,Closed Nuisance,2013-11-05,True,16991425,-84.5064239375338,38.0667815268059
07120740W7,2013,740 FLORENCE AVE,2013-10-21,Nuisance,Closed Nuisance,2013-11-05,True,10705200,-84.5064689223948,38.066860151976
07120758W4,2013,758 FLORENCE AVE,2013-10-21,Nuisance,Closed Nuisance,2013-11-05,True,16991425,-84.5064239375338,38.0667815268059
09130807S2,2013,807 HENRY CLAY BLVD,2013-08-16,Housing,Closed Out,2013-11-05,True,42471100,-84.4695369695745,38.0329042009797
16960540S,2013,540 SHAFTSBURY RD,2013-08-15,Housing,Closed Out,2013-11-05,True,14343501,-84.4597404748981,38.0567006836656
03290904,2013,904 CARNEAL RD,2013-08-13,Housing,Closed Out,2013-11-05,True,11960600,-84.4690451504503,38.0525356205682
03290937,2013,937 CARNEAL RD,2013-08-13,Housing,Closed Out,2013-11-05,True,15873901,-84.4648339033607,38.0561041914446
03290971,2013,971 CARNEAL RD,2013-08-13,Housing,Closed Out,2013-11-05,True,38074330,-84.5240207467387,38.0405366459447
03290983,2013,983 CARNEAL RD,2013-08-13,Housing,Closed Out,2013-11-05,True,38074360,-84.5236950745764,38.0404597050705
03290999,2013,999 CARNEAL RD,2013-08-13,Housing,Closed Out,2013-11-05,True,13556200,-84.4667875511625,38.0555239941002
03290967,2013,967 CARNEAL RD,2013-08-13,Housing,Closed Out,2013-11-05,True,15873901,-84.4648339033607,38.0561041914446
03291007,2013,1007 CARNEAL RD,2013-08-13,Housing,Closed Out,2013-11-05,True,16209650,-84.4665016016501,38.0557218162367
03290905,2013,905 CARNEAL RD,2013-08-13,Housing,Closed Out,2013-11-05,True,13739063,-84.493197683763,38.0169332508337
12450943,2013,943 MARCELLUS DR,2013-08-19,Housing,Closed Out,2013-11-05,True,11455400,-84.5475207955936,38.0293928685053
12450947,2013,947 MARCELLUS DR,2013-08-19,Housing,Closed Out,2013-11-05,True,20022600,-84.4941405345823,37.9601019504054
12450966,2013,966 MARCELLUS DR,2013-08-19,Housing,Closed Out,2013-11-05,True,10909425,-84.4662604234889,38.0534597514351
12450979-2,2013,979 MARCELLUS DR,2013-08-19,Housing,Closed Out,2013-11-05,True,15029900,-84.4664127397562,38.0541483905088
07020258S,2013,258 E FIFTH ST,2013-08-20,Housing,Closed Out,2013-11-05,True,13325700,-84.4840917254978,38.0481645773584
12450914,2013,914 MARCELLUS DR,2013-08-21,Housing,Closed Out,2013-11-05,True,15972300,-84.4678218932078,38.0521549942968
12450903,2013,903 MARCELLUS DR,2013-08-21,Housing,Closed Out,2013-11-05,True,16037600,-84.4686911974977,38.0522379291976
12450918,2013,918 MARCELLUS DR,2013-08-21,Housing,Closed Out,2013-11-05,True,13026300,-84.4676987138136,38.0522578349032
12450926,2013,926 MARCELLUS DR,2013-08-21,Housing,Closed Out,2013-11-05,True,20031040,-84.4962119385303,37.9505097457389
18790547-2,2013,547 E THIRD ST,2013-08-21,Housing,Closed Out,2013-11-05,True,13351300,-84.4865244885589,38.0449553310279
05810439,2013,439 DOUGLAS AVE,2013-08-29,Housing,Closed Out,2013-11-05,True,38086990,-84.5028054031265,38.0664841999843
05250915,2013,915 DARLEY DR,2013-09-03,Housing,Closed Out,2013-11-05,True,12287050,-84.4673207496648,38.0519729851821
05250926,2013,926 DARLEY DR,2013-09-03,Housing,Closed Out,2013-11-05,True,20031040,-84.4962119385303,37.9505097457389
05250930-3,2013,930 DARLEY DR,2013-09-03,Housing,Closed Out,2013-11-05,True,20031030,-84.4960040705868,37.9505712855076
43512533-5,2013,2533 LINDENHURST LOOP,2013-06-20,Housing,Closed Out,2013-11-05,True,19341480,-84.4267213051704,38.0043410893253
05151814#2-4,2013,1814 DALTON CT #2 AKA 1804 DALTON CT #2,2013-07-02,Housing,Closed Out,2013-11-05,True,14526100,-84.4396906112617,38.0571200110246
07252012#B-3,2013,2012 FORDSON CT #B,2013-06-13,Housing,Closed Out,2013-11-05,True,10822800,-84.4401864099366,38.061934237026
07252012#A,2013,2012 FORDSON CT #A,2013-06-13,Housing,Closed Out,2013-11-05,True,10822800,-84.4401864099366,38.061934237026
07252012#BEMER,2013,2012 FORDSON CT #B (EMERGENCY),2013-06-13,Housing,Closed Out,2013-11-05,True,10822800,-84.4401864099366,38.061934237026
07252012#AEMER,2013,2012 FORDSON CT #A   (EMERGENCY),2013-06-13,Housing,Closed Out,2013-11-05,True,10822800,-84.4401864099366,38.061934237026
09321218,2013,1218 HIGHLAND PARK DR,2013-06-11,Housing,Closed Out,2013-11-05,True,13559300,-84.4685135519792,38.0509803056024
07360418#A,2013,418 E FOURTH ST #A,2013-07-30,Housing,Closed Out,2013-11-05,True,15596300,-84.4853379538169,38.0458756416155
19930821-2,2013,821 WARD DR,2013-07-10,Housing,Closed Out,2013-11-05,True,38029760,-84.4275345709178,38.0173397844471
03460228,2013,228 CASTLEWOOD DR,2013-05-01,Housing,Closed Out,2013-11-05,True,16003150,-84.4495721629789,38.0895273134677
03460226,2013,226 CASTLEWOOD DR,2013-05-01,Housing,Closed Out,2013-11-05,True,12242700,-84.473596165149,38.028776522091
02350765-2,2013,765 BREATHITT AVE,2013-04-17,Housing,Closed Out,2013-11-05,True,15422600,-84.4685714321075,38.0447944262414
09510522#45-5,2013,522 HOLLOW CREEK RD #45,2013-04-12,Housing,Closed Out,2013-11-05,True,15751100,-84.4830669063967,38.0787362551053
05151847#4,2013,1847 DALTON CT #4,2013-05-17,Housing,Closed Out,2013-11-05,True,14530100,-84.4399819213476,38.0569774547948
19930883-2,2012,883 WARD DR,2012-12-06,Housing,Closed Out,2013-11-05,True,20043520,-84.4985610044739,37.957706527106
19930881-2,2012,881 WARD DR,2012-12-06,Housing,Closed Out,2013-11-05,True,38064580,-84.5087339893143,38.0850441260621
19930861-3,2013,861 WARD DR,2013-03-06,Housing,Closed Out,2013-11-05,True,38077140,-84.5091331155632,37.9540868216898
19930879-2,2013,879 WARD DR,2013-03-06,Housing,Closed Out,2013-11-05,True,20034190,-84.4942116606193,37.9586207542921
19930877-4,2013,877 WARD DR,2013-03-06,Housing,Closed Out,2013-11-05,True,38064560,-84.5086614640595,38.0848946944449
19930833-2,2013,833 WARD DR,2013-03-06,Housing,Closed Out,2013-11-05,True,10560950,-84.5072072975063,38.0844779204618
19930831-3,2013,831 WARD DR,2013-03-06,Housing,Closed Out,2013-11-05,True,20034060,-84.4964007302241,37.9575922847659
18482068-2070-3,2013,2068-2070 TAMMY CT,2013-04-01,Housing,Closed Out,2013-11-05,True,25404800,-84.5207866687251,38.0093626889314
27014013,2013,4013 JFD CT,2013-10-30,Housing,Resolved Complaint,2013-11-05,True,21169200,-84.5607547030099,38.044560438575
09290426#4-3,2013,426 E HIGH ST #4,2013-10-30,Housing,Resolved Complaint,2013-11-04,True,17227600,-84.4830057392107,38.0471309976683
05672200#207-3,2013,2200 DINSMORE DR #207,2013-10-25,Housing,Closed/Cancelled-No Response from Tenant,2013-11-04,True,10668100,-84.4619538891386,38.0863101712814
11322504#298-4,2013,2504 LARKIN RD #298,2013-09-26,Housing,Closed/Cancelled-No Response from Tenant,2013-11-04,True,27250700,-84.5596658770427,38.0456320877603
17392852CONDEM#A,2013,2852 SNOW RD #A,2013-02-12,Housing,Closed Out,2013-11-04,True,17195606,-84.4582684087469,37.9935958299138
12680837S3,2012,837 W MAXWELL ST,2012-09-11,Housing,Closed Out,2013-11-04,True,15344200,-84.5089137380054,38.0498999207061
04890628S,2013,628 CROMWELL WAY,2013-04-09,Housing,Closed Out,2013-11-04,True,26170000,-84.5575275381794,37.9892968468394
12461660S2,2013,1660 MARGATE DR,2013-07-15,Housing,Closed Out,2013-11-04,True,20011950,-84.4473383089748,37.9601534483619
29511724S,2013,1724 HEADLEY GREEN,2013-08-07,Housing,Closed Out,2013-11-04,True,19334280,-84.5323545068667,38.0367563252674
17392852-5,2013,2852 SNOW RD,2013-06-03,Housing,Closed Out,2013-11-04,True,17195606,-84.4582684087469,37.9935958299138
17392848-4,2013,2848 SNOW RD,2013-06-03,Housing,Closed Out,2013-11-04,True,17195606,-84.4582684087469,37.9935958299138
17392848#A,2013,2848 SNOW RD #A,2013-06-12,Housing,Closed Out,2013-11-04,True,17195606,-84.4582684087469,37.9935958299138
17392848#C-2,2013,2848 SNOW RD #C,2013-06-12,Housing,Closed Out,2013-11-04,True,17195606,-84.4582684087469,37.9935958299138
14021802S,2012,1802 NORMANDY RD,2012-03-16,Housing,Closed Out,2013-11-04,True,24213800,-84.5405252837318,38.0359692156622
03343377S,2012,3377 CARRIAGE LN,2012-06-28,Housing,Closed Out,2013-11-04,True,13620332,-84.4664414831113,37.9831813325112
19601314,2013,1314 VERSAILLES RD,2013-10-30,Housing,Invalid Complaint,2013-11-04,True,23460600,-84.4785674628475,38.0691398412014
14680201-241#1501,2013,201-241 PATCHEN DR #1501 (AKA 219),2013-09-04,Housing,Closed Out,2013-11-04,True,13494050,-84.5474816396457,38.0442029248613
29511765S,2013,1765 HEADLEY GREEN,2013-08-16,Housing,Closed Out,2013-11-04,True,19334420,-84.5330700640398,38.0365430521475
03820108S2,2013,108 CHELAN DR,2013-08-16,Housing,Closed Out,2013-11-04,True,23464850,-84.5316654708399,38.0502660609748
03710408S,2013,408 CHAPMAN CT,2013-09-27,Housing,Closed Out,2013-11-04,True,38077570,-84.480089167067,38.0490914713172
03343393S2,2013,3393 CARRIAGE LN,2013-10-11,Housing,Closed Out,2013-11-04,True,13620332,-84.4664414831113,37.9831813325112
12040413W6,2013,413 E LOUDON AVE,2013-10-21,Nuisance,Closed Nuisance,2013-11-04,True,17177300,-84.4807424878917,38.0560853468542
04430146W5,2013,146 COLFAX ST,2013-10-18,Nuisance,Closed Nuisance,2013-11-04,True,13513900,-84.5086261895233,38.0391954939316
08940546W5,2013,546 HASKINS DR,2013-10-16,Nuisance,Closed Nuisance,2013-11-04,True,14532550,-84.4627788018257,38.0555648330612
41492304W2,2013,2304 LONAN CT,2013-10-04,Nuisance,Closed Nuisance,2013-11-04,True,12100200,-84.5529846476203,38.0506695001082
04173433W,2013,3433 CLAYS MILL RD,2013-10-14,Nuisance,Closed Nuisance,2013-11-04,True,20892200,-84.5339361785098,38.0200541907262
34472852W3,2013,2852 HANNA PL,2013-10-14,Nuisance,Closed Nuisance,2013-11-04,True,38000330,-84.4468958952536,38.0103887410358
03641208W11,2013,1208 CENTRE PKWY,2013-10-14,Nuisance,Closed Nuisance,2013-11-04,True,38005610,-84.5616996138465,38.0173923889086
08940541W3,2013,541 HASKINS DR,2013-10-14,Nuisance,Closed Nuisance,2013-11-04,True,25150400,-84.4478985038995,38.0613255666602
16661857W,2013,1857 SANDERSVILLE RD,2013-10-14,Nuisance,Closed Nuisance,2013-11-04,True,38071350,-84.506296064621,38.0872879558438
35281948W,2013,1948 ARBOR STATION WAY,2013-10-09,Nuisance,Closed Nuisance,2013-11-04,True,38020560,-84.5087578423279,38.0871900507176
11690408W,2013,408 LIN WAL RD,2013-10-31,Nuisance,Invalid Nuisance,2013-11-04,True,26300700,-84.4621516840055,38.0727924489544
18253581W,2013,3581 SUNDART DR,2013-11-01,Nuisance,Invalid Nuisance,2013-11-04,True,19331280,-84.4029567067671,38.0032575859244
18472107W13,2013,2107 TAMARACK DR,2013-11-04,Nuisance,Invalid Nuisance,2013-11-04,True,15951700,-84.5482728583823,38.05609359438
18260800W25,2013,800 SUNSET DR,2013-10-30,Nuisance,Nuisance Resolved w/o Notice/Order,2013-11-04,True,10581150,-84.4927642021527,38.0279380800947
05100763W10,2013,763 DAKOTA ST,2013-09-20,Nuisance,Closed/Abated by City,2013-11-04,True,10114600,-84.4848183782061,38.0585098607628
05100765W14,2013,765 DAKOTA ST,2013-09-20,Nuisance,Closed/Abated by City,2013-11-04,True,13063550,-84.4847091899969,38.058586199413
05100769W14,2013,769 DAKOTA ST,2013-09-22,Nuisance,Closed/Abated by City,2013-11-04,True,13063551,-84.4845766468919,38.0586789564053
11602136W7,2013,2136 LIBERTY RD,2013-09-24,Nuisance,Closed/Abated by City,2013-11-04,True,24736270,-84.4503483707736,38.0284924252595
17392848#B-2,2013,2848 SNOW RD #B,2013-02-26,Housing,Housing Closed w/Civil Penalty,2013-11-04,True,17195606,-84.4582684087469,37.9935958299138
04170000SIGNS92,2013,0 CLAYS MILL RD,2013-11-04,Nuisance,Sign Closed-No Notice Required,2013-11-04,True,20892200,-84.5339361785098,38.0200541907262
00100000SIGNS,2013,0 ADDISON AVE,2013-11-01,Nuisance,Sign Closed-No Notice Required,2013-11-01,True,25266150,-84.4513123935895,38.0725930619664
09321206,2013,1206 HIGHLAND PARK DR,2013-06-11,Housing,Housing Closed w/Civil Penalty,2013-11-01,True,11701900,-84.4688922533726,38.0512643658037
18601159W2,2013,1159 TATESBROOK DR,2013-09-20,Nuisance,Closed/Abated by City,2013-11-01,True,15826800,-84.5068825219174,38.083149000502
13872015W3,2013,2015 NEW ORLEANS DR,2013-07-16,Nuisance,Closed/Abated by City,2013-11-01,True,12366400,-84.4326211183626,38.0522079473852
29011232W4,2013,1232 COLORADO RD,2013-08-26,Nuisance,Closed/Abated by City,2013-11-01,True,19320880,-84.5656826837082,37.9841320485112
08633260W4,2013,3260 HALEY RD,2013-08-20,Nuisance,Closed/Abated by City,2013-11-01,True,21569700,-84.3253997354882,38.0616145424121
31170722W4,2013,722 GOLFVIEW DR,2013-10-17,Nuisance,Nuisance Resolved w/o Notice/Order,2013-11-01,True,13781500,-84.4943536690356,38.0284936687609
20582049W,2013,2049 WILLIAMSBURG RD,2013-11-01,Nuisance,Invalid Nuisance,2013-11-01,True,10487825,-84.5199848737468,38.0098931269638
08000313W,2013,313 GLENDOVER RD,2013-10-31,Nuisance,Invalid Nuisance,2013-11-01,True,11949200,-84.4866896124782,38.0293989101429
05430727W3,2013,727 DELLA DR,2013-10-31,Nuisance,Invalid Nuisance,2013-11-01,True,51565700,-84.5043183148469,37.9996774944428
05151814W4,2013,1814 DALTON CT,2013-10-31,Nuisance,Invalid Nuisance,2013-11-01,True,14526100,-84.4396906112617,38.0571200110246
14200324W7,2013,324 OHIO ST,2013-10-30,Nuisance,Invalid Nuisance,2013-11-01,True,16610300,-84.4910445150774,38.0438575389877
18601088W3,2013,1088 TATESBROOK DR,2013-10-10,Nuisance,Closed Nuisance,2013-11-01,True,20965142,-84.4909954665551,37.9745095002276
18341255W3,2013,1255 SWANSEA CT,2013-10-09,Nuisance,Closed Nuisance,2013-11-01,True,17039800,-84.5546111328371,38.0521677970562
18260830W5,2013,830 SUNSET DR,2013-10-16,Nuisance,Closed Nuisance,2013-11-01,True,20043290,-84.4968214566794,37.9579496562658
18590904W6,2013,904 TATES CREEK RD,2013-10-16,Nuisance,Closed Nuisance,2013-11-01,True,13101800,-84.4942458930538,38.0189997231954
20532651W,2013,2651 WILHITE DR,2013-10-15,Nuisance,Closed Nuisance,2013-11-01,True,10004170,-84.5175315864293,37.996709530892
12000670W,2013,670 LONGVIEW DR,2013-10-17,Nuisance,Closed Nuisance,2013-11-01,True,11497400,-84.4596892138917,38.052495194387
16800341EMER,2013,341 SCOTT ST,2013-09-23,Housing,Closed Out,2013-11-01,True,11264200,-84.5099023516064,38.041462537776
21280140CONDEM,2013,140 YORK ST,2013-08-27,Housing,Closed Out,2013-11-01,True,10243800,-84.4794882628807,38.0536812492064
02500555-6,2013,555 N BROADWAY,2013-10-28,Housing,Invalid Complaint,2013-11-01,True,14946600,-84.4872040238713,38.0536793542854
07930117-2,2013,117 GLASS AVE,2013-10-25,Housing,Invalid Complaint,2013-11-01,True,46906150,-84.4569431192168,38.0383562423765
14200662-2,2011,662 OHIO ST,2011-07-11,Housing,Closed Out,2013-11-01,True,13151450,-84.4849918506633,38.0477043373916
10100444-4,2011,444 JEFFERSON ST,2011-10-10,Housing,Closed Out,2013-11-01,True,16399600,-84.4945356613808,38.0566023072128
10100444EMER,2011,444 JEFFERSON ST,2011-10-14,Housing,Closed Out,2013-11-01,True,16399600,-84.4945356613808,38.0566023072128
05250828-2,2013,828 DARLEY DR,2013-06-20,Housing,Closed Out,2013-11-01,True,16438300,-84.4695707722945,38.0492967934905
14121504-4,2013,1504 OAK HILL DR,2013-07-16,Housing,Closed Out,2013-11-01,True,13383750,-84.471131027236,38.0539841976313
21280140-3,2013,140 YORK ST,2013-07-17,Housing,Closed Out,2013-11-01,True,10243800,-84.4794882628807,38.0536812492064
21280136,2013,136 YORK ST,2013-07-17,Housing,Closed Out,2013-11-01,True,10243800,-84.4794882628807,38.0536812492064
21280134,2013,134 YORK ST,2013-07-17,Housing,Closed Out,2013-11-01,True,10243800,-84.4794882628807,38.0536812492064
11322504-8,2013,2504 LARKIN RD,2013-07-17,Housing,Closed Out,2013-11-01,True,27250700,-84.5596658770427,38.0456320877603
18010235#4-2,2013,235 STONE AVE #4,2013-10-25,Housing,Closed/Cancelled-No Response from Tenant,2013-11-01,True,45543300,-84.4739044195973,38.0329030560639
19483364W3,2013,3364 VALHALLA DR,2013-10-11,Nuisance,Invalid Nuisance,2013-11-01,True,12214100,-84.4798950980762,37.9905645937147
03042021#37,2013,2021 CAMBRIDGE DR #37,2013-10-17,Housing,Closed/Cancelled-No Response from Tenant,2013-10-31,True,13792500,-84.5443568633685,38.027657743828
06460438#5-2,2013,438 ELM ST #5,2013-10-01,Housing,Closed/Cancelled-No Response from Tenant,2013-10-31,True,13151450,-84.4849918506633,38.0477043373916
35610209,2013,209 CHESTNUT RIDGE DR,2013-10-04,Housing,Closed/Cancelled-No Response from Tenant,2013-10-31,True,38032160,-84.5544265935474,38.0805462673607
10111700#22,2013,1700 JENNIFER RD#22,2013-10-11,Housing,Closed/Cancelled-No Response from Tenant,2013-10-31,True,04015580,-84.4489001700901,38.0468204934127
18790309-5,2013,309 E THIRD ST,2013-04-19,Housing,Closed Out,2013-10-31,True,16515000,-84.485802109962,38.0470612079548
12390326,2013,326 MANHATTAN DR,2013-10-30,Housing,Invalid Complaint,2013-10-31,True,14363800,-84.4611818019566,38.065077820203
19380123-4,2013,123 TWELFTH ST,2013-10-31,Housing,Invalid Complaint,2013-10-31,True,10259750,-84.478627293767,38.061800592081
08173604S,2013,3604 GRACE DR,2013-08-16,Housing,Closed Out,2013-10-31,True,11102050,-84.4803210184835,37.974590741696
08173616S,2013,3616 GRACE DR,2013-08-16,Housing,Closed Out,2013-10-31,True,11102050,-84.4803210184835,37.974590741696
16101309S,2013,1309 RIVER PARK CIR,2013-08-16,Housing,Closed Out,2013-10-31,True,10476414,-84.4803450808716,37.9715221703519
29511761S,2013,1761 HEADLEY GREEN,2013-08-16,Housing,Closed Out,2013-10-31,True,19334420,-84.5330700640398,38.0365430521475
29520800S,2013,800 MASON PLACE CT,2013-08-16,Housing,Closed Out,2013-10-31,True,19321450,-84.5326456879079,38.0347031257241
16280372S,2013,372 ROOKWOOD PKWY,2013-10-07,Housing,Closed Out,2013-10-31,True,22064554,-84.4621150794643,38.0618316618544
17300301W2,2013,301 E SIXTH ST,2013-10-17,Nuisance,Closed Nuisance,2013-10-31,True,15335600,-84.4859577254467,38.0472037776305
13800331W9,2013,331 NELSON AVE,2013-10-16,Nuisance,Closed Nuisance,2013-10-31,True,15827000,-84.4858832469958,38.0454608902263
00231100W,2013,1100 ALEXANDRIA DR,2013-10-16,Nuisance,Closed Nuisance,2013-10-31,True,20116380,-84.4114709798354,38.0067311160363
14981908W14,2013,1908 PICADILLY ST,2013-10-09,Nuisance,Closed Nuisance,2013-10-31,True,17143400,-84.5407094569818,38.0534663425476
05620146W,2013,146 DEWEESE ST,2013-10-07,Nuisance,Closed Nuisance,2013-10-31,True,16215600,-84.5416975772202,38.0532574628398
43451704W10,2013,1704 ELVERTON RD,2013-10-07,Nuisance,Closed Nuisance,2013-10-31,True,20146725,-84.4705373837232,38.0726049017579
07733332W7,2013,3332 GATEWOOD CT,2013-10-09,Nuisance,Closed Nuisance,2013-10-31,True,23447107,-84.5061369051789,37.9838827052977
03700125W6,2013,125 CHANTILLY ST,2013-10-14,Nuisance,Closed Nuisance,2013-10-31,True,16116200,-84.5441712387668,38.0530388256225
14200632W23,2013,632 OHIO ST,2013-10-15,Nuisance,Closed Nuisance,2013-10-31,True,13914800,-84.4804096785143,38.0496829184846
10140163W4,2013,163 JESSELIN DR,2013-10-15,Nuisance,Closed Nuisance,2013-10-31,True,23964400,-84.5114160341416,38.0099868519035
15682094W,2013,2094 RAMBLER RD,2013-10-15,Nuisance,Closed Nuisance,2013-10-31,True,11966175,-84.5222232333665,38.0093090207407
03243509W,2013,3509 CARETO CT,2013-10-14,Nuisance,Closed Nuisance,2013-10-31,True,21569850,-84.5573428879291,37.9878627141605
03950417W,2013,417 CHINOE RD,2013-10-14,Nuisance,Closed Nuisance,2013-10-31,True,15197300,-84.4787330848783,38.0242891475893
07710109W,2013,109 GARRETT AVE,2013-09-26,Nuisance,Closed Nuisance,2013-10-31,True,44183900,-84.4574662687229,38.0387228125917
07710111W2,2013,111 GARRETT AVE,2013-09-26,Nuisance,Closed Nuisance,2013-10-31,True,15306400,-84.5365186512552,38.0536082266681
19440707W,2013,707 N UPPER ST,2013-10-02,Nuisance,Closed Nuisance,2013-10-31,True,10107000,-84.4849463777975,38.0564781947439
08990438W,2013,438 HAWKINS AVE,2013-06-12,Nuisance,Closed Nuisance,2013-10-31,True,16675400,-84.4949288756304,38.0315271000555
07360301W17,2013,301 E FOURTH ST,2013-09-20,Nuisance,Closed Nuisance,2013-10-31,True,15335600,-84.4859577254467,38.0472037776305
09340288W3,2013,288 HIGHTOWER RD,2013-09-16,Nuisance,Closed Nuisance,2013-10-31,True,12443750,-84.5112351773014,37.992568209328
05430734-2,2013,734 DELLA DR,2013-10-31,Nuisance,Invalid Nuisance,2013-10-31,True,20223850,-84.5471607795648,38.0393959309192
16011015W,2013,1015 RICHMOND RD,2013-10-24,Nuisance,Invalid Nuisance,2013-10-31,True,13199800,-84.4662144015239,38.0559203430703
08841219W,2013,1219 HARRIS CT,2013-10-30,Nuisance,Invalid Nuisance,2013-10-31,True,16075775,-84.4979362523617,38.0232255441872
08841205W7,2013,1205 HARRIS CT,2013-10-30,Nuisance,Invalid Nuisance,2013-10-31,True,38013140,-84.5606280935926,38.051854894528
02481677W8,2013,1677 BRITTANY LN,2013-10-30,Nuisance,Invalid Nuisance,2013-10-31,True,10135800,-84.5360977243461,38.0543209422611
13572934W,2013,2934 MT MCKINLEY WAY,2013-10-30,Nuisance,Nuisance Resolved w/o Notice/Order,2013-10-31,True,20276668,-84.4594298818889,37.981619732486
17470000SIGNS52,2013,0 SOUTHLAND DR,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,15086300,-84.5233165317738,38.0159500784887
13970000SIGNS123,2013,0 NICHOLASVILLE RD,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,10044020,-84.5215060271552,38.0022676784087
08860000SIGNS126,2013,0 HARRODSBURG RD,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,19993160,-84.538224576749,38.0261412939728
14660000SIGNS17,2013,0 PASADENA DR,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,20994100,-84.5339965237957,38.0104233811828
16010000SIGNS119,2013,0 RICHMOND RD,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,12350900,-84.4823720842402,38.0328231520515
18590000SIGNS137,2013,0 TATES CREEK RD,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,13101800,-84.4942458930538,38.0189997231954
03950000SIGNS25,2013,0 CHINOE RD,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,15197300,-84.4787330848783,38.0242891475893
04170000SIGNS91,2013,0 CLAYS MILL RD,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,20892200,-84.5339361785098,38.0200541907262
12080000SIGNS7,2013,0 E LOWRY LN,2013-10-31,Nuisance,Sign Closed-No Notice Required,2013-10-31,True,25090750,-84.5118403523656,38.0033980092675
14200632W24,2013,632 OHIO ST,2013-10-24,Nuisance,Closed/Abated by City,2013-10-31,True,13914800,-84.4804096785143,38.0496829184846
13712318W3,2013,2318 NANCY LN,2013-09-23,Nuisance,Closed/Abated by City,2013-10-30,True,21798150,-84.4545702707358,38.0854948665009
05431033W11,2013,1033 DELLA DR,2013-10-14,Nuisance,Closed/Abated by City,2013-10-30,True,19330960,-84.401878286719,38.001286118671
